2005,27.608,20.887,17.787
2006,24.494,19.328,16.718
2007,27.769,21.405,18.239
2008,26.097,19.565,17.404
2009,25.455,19.719,15.99
2010,24.812,18.901,13.3
2011,24.177,18.372,16.87
2012,23.473,18.006,15.04
