2005,27.643,20.942,17.542,27.729,21.127,17.556
2006,24.724,19.575,17.087,24.755,19.568,16.968
2007,28.047,21.596,17.991,27.897,21.349,17.889
2008,26.176,19.495,16.777,26.159,19.597,17.03
2009,25.703,19.862,16.092,25.68,19.819,15.862
2010,25.131,19.177,13.995,24.907,18.992,13.784
2011,23.348,17.661,15.07,23.622,17.916,15.438
2012,23.545,17.948,15.488,23.36,17.801,14.798
