2005,49.373,40.107,49.671,40.183
2006,45.792,36.951,46.242,37.116
2007,48.572,39.124,47.864,38.49
2008,42.612,33.925,42.417,33.842
2009,51.044,40.545,50.988,40.553
2010,40.711,32.257,40.532,31.739
2011,46.493,36.811,46.203,37.143
2012,44.183,34.815,44.243,34.913
